platform_number,date,date_update,latitude,longitude,ocean,profiler,institution,cyc,pressure_dbar,temperature_c,salinity_psu,depth_m,oxygen_umolkg,potential_density_kgm3,chlorophyll_mgm3,ph,nitrate_umolkg,qc_flag
5908392,2017-04-21,2021-11-30,-33.108,75.659,I,SOLO-II,JAMSTEC (Japan),376,166.08,20.585,35.217,166.1,280.66,1023.057,0.556,8.111,3.11,INTERPOLATED
5908392,2017-07-18,2015-08-31,-28.527,43.511,I,Teledyne Webb Research APEX,CSIRO (Australia),555,382.1,24.269,34.517,382.1,183.02,1021.76,0.175,7.963,4.55,GOOD
5908392,2017-10-05,2017-09-24,23.354,39.519,I,SOLO-II,INCOIS (India),497,881.51,14.738,34.565,881.5,218.44,1023.704,0.013,7.986,10.29,GOOD
5908392,2017-11-07,2020-10-24,-8.613,76.98,I,NKE Arvor,JAMSTEC (Japan),553,1169.51,10.428,34.646,1169.5,162.83,1024.631,0.004,7.994,19.02,GOOD
5908392,2017-11-24,2018-12-28,12.193,70.542,I,PROVOR,AOML (USA),781,1632.46,5.316,35.074,1632.5,222.82,1025.996,0.0,8.069,30.41,GOOD
5908392,2018-02-05,2016-04-12,1.853,75.015,I,Teledyne Webb Research APEX,IFREMER (France),245,1976.52,2.887,34.37,1976.5,216.24,1025.919,0.0,8.183,36.58,GOOD
5908392,2018-02-06,2016-02-08,20.408,118.249,I,Teledyne Webb Research APEX,INCOIS (India),24,777.7,14.959,35.42,777.7,155.58,1024.344,0.025,8.125,8.74,PROBABLY_GOOD
5908392,2018-03-18,2020-04-04,-3.267,32.533,I,SOLO-II,INCOIS (India),595,94.83,21.427,35.175,94.8,211.09,1022.855,0.858,8.221,1.0,GOOD
5908392,2018-05-28,2021-01-20,-21.258,105.177,I,Teledyne Webb Research APEX,IFREMER (France),529,1602.34,6.026,35.065,1602.3,212.99,1025.847,0.0,8.073,17.15,GOOD
5908392,2018-06-09,2020-05-28,-1.706,105.376,I,Teledyne Webb Research APEX,IFREMER (France),269,1208.76,12.404,34.682,1208.8,209.6,1024.265,0.001,8.093,22.27,GOOD
5908392,2018-08-17,2020-02-07,22.579,50.223,I,SOLO-II,IFREMER (France),623,397.09,18.808,35.132,397.1,178.35,1023.344,0.111,8.184,7.04,GOOD
5908392,2018-08-29,2019-12-12,0.639,76.878,I,Teledyne Webb Research APEX,AOML (USA),772,989.66,13.478,33.633,989.7,229.16,1023.211,0.003,8.06,17.68,GOOD
5908392,2019-02-22,2015-07-11,-31.081,116.572,I,Teledyne Webb Research APEX,AOML (USA),414,1484.62,7.79,34.976,1484.6,142.6,1025.423,0.001,8.178,25.72,GOOD
5908392,2019-04-14,2021-11-11,-2.972,88.828,I,PROVOR,CSIRO (Australia),774,1540.82,6.185,34.864,1540.8,180.39,1025.654,0.0,8.156,22.58,GOOD
5908392,2019-04-19,2016-12-24,4.747,77.671,I,NKE Arvor,JAMSTEC (Japan),103,999.24,14.804,34.046,999.2,184.46,1023.276,0.003,7.979,15.45,INTERPOLATED
5908392,2019-07-24,2016-02-15,23.001,40.505,I,NKE Arvor,JAMSTEC (Japan),644,610.43,16.363,34.963,610.4,226.85,1023.698,0.071,8.029,9.62,GOOD
5908392,2019-10-14,2017-06-06,-18.924,32.294,I,SOLO-II,IFREMER (France),489,1947.49,3.551,35.036,1947.5,141.34,1026.319,0.0,8.037,19.82,INTERPOLATED
5908392,2019-10-23,2018-09-10,9.866,60.003,I,PROVOR,CSIRO (Australia),570,1326.73,11.355,34.059,1326.7,189.64,1023.976,0.001,8.029,13.91,GOOD
5908392,2019-10-26,2016-01-14,19.916,63.065,I,NKE Arvor,IFREMER (France),4,816.48,15.292,34.325,816.5,160.31,1023.402,0.01,8.072,10.05,GOOD
5908392,2019-10-27,2017-01-02,24.57,63.187,I,Teledyne Webb Research APEX,CSIRO (Australia),281,560.93,16.993,35.626,560.9,184.38,1024.102,0.072,7.996,9.37,GOOD
5908392,2019-12-06,2018-11-29,-3.21,104.828,I,SOLO-II,AOML (USA),798,1462.21,8.147,34.725,1462.2,195.69,1025.151,0.0,8.165,15.31,GOOD
5908392,2019-12-25,2021-12-24,-1.456,63.152,I,PROVOR,CSIRO (Australia),132,484.37,23.141,35.19,484.4,128.86,1022.524,0.059,8.105,8.69,GOOD
5908392,2020-03-29,2021-02-28,-24.243,108.781,I,SOLO-II,AOML (USA),310,343.42,23.544,35.251,343.4,230.56,1022.492,0.165,8.119,5.84,GOOD
5908392,2020-04-05,2020-05-26,-0.168,109.939,I,Teledyne Webb Research APEX,JAMSTEC (Japan),312,1059.67,14.999,34.958,1059.7,197.11,1023.967,0.004,8.122,12.61,GOOD
5908392,2020-06-12,2019-05-12,13.332,30.357,I,Teledyne Webb Research APEX,IFREMER (France),488,579.97,21.234,35.207,580.0,145.66,1022.919,0.042,7.963,10.25,GOOD
5908392,2020-07-10,2016-10-18,4.912,114.825,I,SOLO-II,CSIRO (Australia),304,1257.81,13.275,33.955,1257.8,166.35,1023.509,0.002,8.121,20.22,GOOD
5908408,2005-03-24,2017-11-16,24.816,68.894,I,SOLO-II,INCOIS (India),285,235.88,25.162,34.708,235.9,239.77,1021.734,0.143,7.999,3.97,GOOD
5908408,2005-05-09,2015-03-03,-12.143,56.565,I,PROVOR,INCOIS (India),557,1309.88,10.482,33.568,1309.9,196.63,1023.758,0.002,8.197,22.37,GOOD
5908408,2005-06-24,2021-06-20,-7.791,119.808,I,Teledyne Webb Research APEX,JAMSTEC (Japan),534,566.59,18.656,34.102,566.6,141.4,1022.55,0.035,7.934,6.57,GOOD
5908408,2005-08-30,2018-06-19,1.197,113.199,I,PROVOR,IFREMER (France),329,0.49,23.448,34.582,0.5,148.66,1021.976,0.731,8.147,0.01,GOOD
5908408,2005-11-30,2021-11-23,-2.01,44.497,I,Teledyne Webb Research APEX,CSIRO (Australia),513,253.87,24.133,34.534,253.9,204.99,1021.801,0.158,7.982,4.91,PROBABLY_GOOD
5908408,2006-09-10,2016-11-09,4.782,77.031,I,SOLO-II,CSIRO (Australia),451,1867.23,5.185,34.817,1867.2,209.79,1025.817,0.0,8.054,28.12,PROBABLY_GOOD
5908408,2007-02-25,2018-06-16,-4.792,68.45,I,SOLO-II,JAMSTEC (Japan),86,1734.71,4.601,34.792,1734.7,194.51,1025.913,0.0,8.113,31.3,GOOD
5908408,2007-04-16,2020-06-06,-0.646,67.246,I,NKE Arvor,AOML (USA),175,467.22,21.889,34.853,467.2,168.34,1022.505,0.045,7.964,8.75,GOOD
5908408,2009-10-01,2018-03-24,13.6,71.346,I,PROVOR,AOML (USA),125,1556.74,7.317,34.87,1556.7,212.39,1025.433,0.0,8.014,29.04,GOOD
5908408,2009-11-07,2018-10-22,19.459,105.158,I,SOLO-II,AOML (USA),673,1217.14,11.197,34.933,1217.1,167.52,1024.707,0.003,8.103,20.21,PROBABLY_GOOD
5908408,2009-11-16,2015-03-15,24.82,111.496,I,Teledyne Webb Research APEX,IFREMER (France),501,1941.81,3.097,34.416,1941.8,145.81,1025.913,0.0,7.942,30.08,BAD
5908408,2009-12-12,2015-09-21,-33.136,47.636,I,PROVOR,IFREMER (France),87,747.21,17.801,34.51,747.2,243.46,1023.048,0.011,7.888,12.69,PROBABLY_GOOD
5908408,2010-05-31,2018-08-19,24.112,84.505,I,Teledyne Webb Research APEX,AOML (USA),428,1362.92,9.459,34.785,1362.9,199.55,1024.936,0.0,8.08,14.4,GOOD
5908408,2010-06-07,2016-04-09,-22.279,106.256,I,Teledyne Webb Research APEX,IFREMER (France),454,127.07,26.31,34.791,127.1,148.61,1021.571,0.433,8.124,2.09,GOOD
5908408,2010-06-16,2021-06-28,23.394,67.931,I,NKE Arvor,JAMSTEC (Japan),131,792.49,18.631,34.367,792.5,185.37,1022.767,0.019,8.172,10.58,PROBABLY_GOOD
5908408,2010-07-17,2016-02-12,-6.136,30.312,I,PROVOR,IFREMER (France),157,1927.64,2.699,35.233,1927.6,181.09,1026.647,0.0,8.089,34.45,PROBABLY_GOOD
5908408,2011-03-05,2016-07-11,-8.307,103.219,I,Teledyne Webb Research APEX,JAMSTEC (Japan),251,1077.96,11.692,35.09,1078.0,166.0,1024.734,0.006,8.077,11.17,GOOD
5908408,2011-08-30,2016-09-19,-25.381,50.786,I,NKE Arvor,CSIRO (Australia),298,575.76,21.102,34.456,575.8,189.34,1022.344,0.081,8.139,11.14,GOOD
5908408,2011-10-21,2018-11-22,-7.716,98.952,I,SOLO-II,AOML (USA),406,240.54,21.886,34.717,240.5,142.86,1022.396,0.093,8.059,3.78,GOOD
5908408,2011-12-07,2021-03-14,13.524,71.627,I,NKE Arvor,IFREMER (France),566,1407.06,8.869,35.604,1407.1,214.95,1025.709,0.001,8.1,19.75,GOOD
5908408,2012-01-09,2016-09-09,21.548,72.246,I,PROVOR,JAMSTEC (Japan),129,1289.71,11.348,34.864,1289.7,179.75,1024.622,0.001,7.839,19.45,GOOD
5908408,2012-02-26,2019-02-01,18.652,106.236,I,PROVOR,CSIRO (Australia),94,747.88,15.881,34.958,747.9,115.62,1023.79,0.029,8.052,12.15,BAD
5908408,2012-05-21,2018-04-12,18.586,112.388,I,PROVOR,AOML (USA),698,1901.88,4.288,34.556,1901.9,170.87,1025.787,0.0,7.983,33.8,GOOD
5908408,2012-11-16,2015-06-05,12.491,44.57,I,Teledyne Webb Research APEX,CSIRO (Australia),404,44.41,24.465,34.675,44.4,155.37,1021.847,1.047,7.972,0.84,GOOD
5908408,2013-04-07,2016-03-22,-23.712,36.932,I,NKE Arvor,JAMSTEC (Japan),457,607.45,20.474,35.405,607.4,60.38,1023.229,0.052,8.057,7.85,GOOD
5908408,2013-04-23,2017-12-07,-24.853,117.836,I,Teledyne Webb Research APEX,IFREMER (France),5,1842.14,4.488,34.845,1842.1,173.77,1025.978,0.0,8.034,30.19,PROBABLY_GOOD
5908408,2013-10-27,2015-11-29,-14.104,119.973,I,SOLO-II,CSIRO (Australia),164,641.87,18.707,34.772,641.9,221.47,1023.076,0.031,8.188,9.31,INTERPOLATED
5908408,2013-11-05,2020-03-26,-30.418,44.258,I,SOLO-II,IFREMER (France),246,504.51,21.38,34.803,504.5,175.69,1022.566,0.032,8.184,6.66,GOOD
5908408,2013-11-15,2019-08-30,12.416,86.064,I,SOLO-II,IFREMER (France),748,1068.44,14.009,35.818,1068.4,208.33,1024.853,0.007,8.122,16.88,GOOD
5908408,2014-03-05,2015-12-09,-32.965,36.384,I,NKE Arvor,IFREMER (France),797,1647.6,7.077,34.816,1647.6,180.34,1025.437,0.0,8.21,28.79,INTERPOLATED
5908408,2014-03-30,2020-04-14,11.795,38.084,I,PROVOR,JAMSTEC (Japan),410,206.29,23.025,34.468,206.3,161.75,1021.969,0.262,8.059,3.14,PROBABLY_GOOD
5908408,2014-03-31,2021-02-08,-31.755,81.104,I,Teledyne Webb Research APEX,INCOIS (India),281,1886.04,4.333,34.538,1886.0,150.74,1025.764,0.0,7.905,20.37,GOOD
5908408,2014-09-28,2016-09-12,-11.013,52.649,I,Teledyne Webb Research APEX,IFREMER (France),691,1590.15,6.985,35.112,1590.2,128.69,1025.693,0.0,7.952,18.84,GOOD
5908408,2015-11-09,2015-11-10,5.481,88.974,I,NKE Arvor,IFREMER (France),787,362.5,21.096,34.229,362.5,217.03,1022.164,0.155,8.092,4.71,PROBABLY_GOOD
5908408,2015-12-10,2016-04-06,-18.543,97.439,I,NKE Arvor,INCOIS (India),486,1424.02,8.915,34.98,1424.0,209.23,1025.201,0.001,8.06,21.95,GOOD
5908408,2016-08-11,2018-12-29,-19.372,53.761,I,SOLO-II,IFREMER (France),154,769.92,14.818,34.51,769.9,168.87,1023.644,0.013,8.056,8.78,INTERPOLATED
5908408,2017-01-28,2018-10-10,6.993,38.472,I,NKE Arvor,AOML (USA),102,804.59,15.348,34.056,804.6,99.03,1023.175,0.009,8.043,15.73,GOOD
5908408,2017-04-18,2020-11-22,23.867,101.824,I,SOLO-II,CSIRO (Australia),617,1566.58,7.227,34.408,1566.6,198.88,1025.081,0.0,7.894,25.54,GOOD
5908408,2017-04-20,2015-12-24,0.059,101.794,I,SOLO-II,AOML (USA),120,1925.57,3.424,34.811,1925.6,143.81,1026.164,0.0,8.085,21.62,GOOD
5908408,2017-08-24,2018-03-19,20.411,60.164,I,NKE Arvor,CSIRO (Australia),388,253.31,24.758,35.358,253.3,185.76,1022.335,0.397,8.086,4.0,GOOD
5908408,2017-10-24,2020-01-05,15.008,40.23,I,PROVOR,JAMSTEC (Japan),615,841.26,17.281,35.165,841.3,118.35,1023.676,0.012,8.103,11.83,GOOD
5908408,2018-07-17,2018-07-27,24.297,86.247,I,Teledyne Webb Research APEX,CSIRO (Australia),207,961.88,15.551,34.683,961.9,183.68,1023.636,0.004,8.023,10.23,GOOD
5908408,2018-09-08,2019-11-09,-13.849,41.463,I,Teledyne Webb Research APEX,INCOIS (India),533,752.62,18.443,35.189,752.6,174.75,1023.463,0.008,8.014,8.6,GOOD
5908408,2018-10-12,2019-03-06,-12.43,60.552,I,SOLO-II,INCOIS (India),655,726.38,16.774,34.657,726.4,83.61,1023.371,0.031,8.096,12.58,GOOD
5908408,2019-04-02,2018-05-14,-2.492,63.018,I,Teledyne Webb Research APEX,INCOIS (India),233,104.54,28.457,34.213,104.5,244.72,1020.679,0.726,7.889,2.08,PROBABLY_GOOD
5908408,2019-07-05,2015-08-03,-15.547,60.625,I,Teledyne Webb Research APEX,AOML (USA),601,1371.08,10.999,34.808,1371.1,166.97,1024.647,0.002,8.026,17.64,GOOD
5908408,2019-08-15,2021-01-14,6.045,102.696,I,PROVOR,CSIRO (Australia),391,872.43,14.855,34.198,872.4,169.63,1023.387,0.007,8.023,11.27,GOOD
5908408,2019-08-26,2017-10-06,-19.634,74.255,I,SOLO-II,CSIRO (Australia),84,389.59,19.832,35.117,389.6,201.39,1023.127,0.101,8.159,6.55,GOOD
5908408,2020-02-06,2017-01-08,-14.524,72.136,I,Teledyne Webb Research APEX,INCOIS (India),762,1632.07,6.667,35.122,1632.1,177.97,1025.764,0.0,8.166,21.92,GOOD
5908408,2020-09-22,2016-09-24,-35.679,63.476,I,SOLO-II,IFREMER (France),532,1605.12,6.95,34.448,1605.1,194.56,1025.168,0.0,8.181,23.76,GOOD
5908408,2020-09-25,2021-01-01,17.465,75.014,I,Teledyne Webb Research APEX,JAMSTEC (Japan),51,972.78,13.905,34.858,972.8,134.22,1024.105,0.004,8.043,18.51,GOOD
5908513,2006-03-23,2021-08-12,-27.445,57.471,I,PROVOR,JAMSTEC (Japan),786,596.9,17.077,34.854,596.9,174.31,1023.468,0.01,8.006,10.85,GOOD
5908513,2006-03-27,2019-03-06,9.593,50.432,I,PROVOR,CSIRO (Australia),425,1276.19,11.602,35.149,1276.2,103.63,1024.799,0.003,8.068,19.78,PROBABLY_GOOD
5908513,2006-12-22,2017-05-26,-27.248,91.173,I,PROVOR,JAMSTEC (Japan),707,576.3,21.74,34.302,576.3,170.49,1022.094,0.046,8.112,8.45,BAD
5908513,2007-01-12,2017-05-09,-7.589,33.77,I,NKE Arvor,INCOIS (India),695,472.02,19.329,35.04,472.0,237.8,1023.166,0.119,8.033,8.42,GOOD
5908513,2007-12-11,2017-05-26,-26.977,89.467,I,NKE Arvor,CSIRO (Australia),509,1461.03,7.985,34.273,1461.0,119.76,1024.821,0.001,7.829,27.25,GOOD
5908513,2008-06-09,2020-04-08,22.685,75.155,I,PROVOR,INCOIS (India),192,80.65,26.244,35.111,80.6,165.97,1021.84,0.154,8.079,1.1,GOOD
5908513,2009-02-09,2016-09-25,-11.377,57.339,I,SOLO-II,AOML (USA),589,189.54,22.402,35.225,189.5,95.04,1022.7,0.322,8.02,3.1,GOOD
5908513,2009-03-06,2019-03-23,-26.146,57.483,I,NKE Arvor,JAMSTEC (Japan),212,13.58,28.835,34.532,13.6,180.32,1020.859,0.89,7.916,0.24,INTERPOLATED
5908513,2009-08-20,2021-03-01,17.467,60.106,I,Teledyne Webb Research APEX,INCOIS (India),311,305.89,19.93,35.288,305.9,198.65,1023.244,0.241,7.983,3.79,GOOD
5908513,2010-01-26,2018-11-20,-38.511,89.103,I,NKE Arvor,IFREMER (France),354,137.98,21.021,34.17,138.0,195.34,1022.132,0.551,8.032,1.95,GOOD
5908513,2010-07-07,2021-11-02,24.177,117.883,I,SOLO-II,AOML (USA),295,1991.6,1.477,35.24,1991.6,155.93,1026.897,0.0,8.009,23.87,PROBABLY_GOOD
5908513,2010-10-29,2021-06-04,15.097,94.144,I,NKE Arvor,INCOIS (India),9,577.62,17.74,35.375,577.6,94.23,1023.752,0.024,8.029,8.75,GOOD
5908513,2010-12-05,2016-04-07,-36.15,59.046,I,NKE Arvor,JAMSTEC (Japan),67,298.54,19.817,34.938,298.5,130.34,1022.987,0.14,8.054,4.23,PROBABLY_GOOD
5908513,2011-02-02,2017-07-20,24.814,37.526,I,SOLO-II,IFREMER (France),328,481.99,17.902,34.722,482.0,230.26,1023.197,0.067,7.968,7.76,GOOD
5908513,2012-02-08,2017-07-03,0.686,107.777,I,PROVOR,INCOIS (India),232,1872.25,4.446,34.925,1872.2,215.16,1026.051,0.0,8.097,32.06,GOOD
5908513,2012-05-11,2021-03-11,13.749,68.664,I,NKE Arvor,CSIRO (Australia),715,1040.32,12.509,34.558,1040.3,176.35,1024.145,0.008,8.018,12.29,PROBABLY_GOOD
5908513,2012-05-21,2019-04-29,-7.953,76.022,I,NKE Arvor,AOML (USA),562,729.64,19.631,35.85,729.6,186.49,1023.754,0.01,7.931,9.24,GOOD
5908513,2013-02-17,2015-11-18,17.906,78.14,I,Teledyne Webb Research APEX,CSIRO (Australia),247,1746.78,4.284,34.565,1746.8,138.9,1025.795,0.0,7.966,25.63,GOOD
5908513,2013-05-05,2021-03-20,-29.865,101.746,I,PROVOR,CSIRO (Australia),633,789.98,17.517,35.327,790.0,231.63,1023.758,0.014,7.979,11.95,GOOD
5908513,2013-06-24,2020-04-01,-12.212,111.613,I,Teledyne Webb Research APEX,JAMSTEC (Japan),246,670.02,17.161,34.504,670.0,151.23,1023.171,0.043,8.115,7.72,GOOD
5908513,2013-07-11,2015-12-23,-3.349,75.82,I,NKE Arvor,CSIRO (Australia),797,414.57,19.226,35.439,414.6,197.49,1023.506,0.064,8.061,5.67,GOOD
5908513,2014-04-18,2017-12-02,-14.737,64.36,I,PROVOR,IFREMER (France),567,755.59,17.516,35.605,755.6,126.88,1023.981,0.022,8.018,8.66,GOOD
5908513,2014-08-28,2018-07-13,-34.871,48.923,I,Teledyne Webb Research APEX,AOML (USA),12,633.37,18.695,34.954,633.4,172.87,1023.224,0.034,8.052,10.33,GOOD
5908513,2014-09-19,2021-06-26,10.305,31.142,I,SOLO-II,CSIRO (Australia),556,1354.61,10.858,34.915,1354.6,229.94,1024.76,0.002,8.011,17.18,GOOD
5908513,2016-09-08,2017-12-08,-7.125,46.616,I,Teledyne Webb Research APEX,AOML (USA),203,579.17,20.724,34.417,579.2,142.12,1022.389,0.023,8.02,9.02,GOOD
5908513,2016-10-03,2019-02-28,-20.807,65.741,I,NKE Arvor,CSIRO (Australia),460,1154.4,13.147,34.37,1154.4,209.97,1023.867,0.004,8.094,19.59,GOOD
5908513,2016-12-17,2018-09-24,5.388,31.267,I,PROVOR,JAMSTEC (Japan),102,131.78,24.141,34.919,131.8,136.77,1022.107,0.169,8.065,1.68,GOOD
5908513,2017-03-09,2015-08-07,-8.59,48.352,I,Teledyne Webb Research APEX,INCOIS (India),740,382.58,23.969,35.383,382.6,143.92,1022.513,0.206,8.048,7.44,GOOD
5908513,2017-06-08,2020-10-21,23.641,55.238,I,SOLO-II,JAMSTEC (Japan),555,814.81,17.027,34.581,814.8,179.64,1023.259,0.014,8.042,14.49,GOOD
5908513,2017-08-10,2015-07-02,-27.644,73.032,I,NKE Arvor,AOML (USA),347,1873.9,2.854,35.683,1873.9,218.87,1026.976,0.0,8.019,27.45,GOOD
5908513,2017-08-17,2020-11-09,-34.822,57.992,I,Teledyne Webb Research APEX,JAMSTEC (Japan),588,754.5,19.053,34.556,754.5,168.07,1022.834,0.012,8.103,11.96,GOOD
5908513,2018-03-18,2019-05-15,-26.724,104.545,I,Teledyne Webb Research APEX,JAMSTEC (Japan),102,1328.15,8.69,34.892,1328.2,204.74,1025.176,0.002,8.037,20.94,BAD
5908513,2019-08-13,2021-07-30,-34.031,91.293,I,SOLO-II,AOML (USA),354,510.17,19.179,34.893,510.2,225.77,1023.079,0.113,8.092,7.0,GOOD
5908513,2020-07-11,2016-04-04,19.323,100.337,I,PROVOR,JAMSTEC (Japan),780,254.07,23.427,34.759,254.1,149.15,1022.122,0.154,7.912,3.43,GOOD
5908513,2020-10-27,2018-12-14,8.371,109.261,I,NKE Arvor,IFREMER (France),247,117.07,26.207,33.982,117.1,118.99,1020.944,0.728,8.153,1.77,GOOD
5908513,2020-11-13,2020-07-18,-32.019,31.304,I,Teledyne Webb Research APEX,AOML (USA),461,610.83,18.786,34.552,610.8,165.78,1022.884,0.032,8.016,9.67,INTERPOLATED
5908513,2020-11-21,2018-01-19,-7.609,90.462,I,SOLO-II,INCOIS (India),707,315.32,24.453,34.88,315.3,230.92,1022.013,0.289,7.963,3.34,GOOD
5908526,2005-05-04,2017-03-09,-20.206,56.129,I,SOLO-II,CSIRO (Australia),561,348.02,20.381,34.762,348.0,147.49,1022.733,0.069,8.111,6.5,GOOD
5908526,2006-10-29,2021-03-31,-36.418,93.644,I,SOLO-II,INCOIS (India),407,1521.52,6.624,35.054,1521.5,220.6,1025.718,0.001,8.153,24.37,GOOD
5908526,2007-01-16,2015-10-18,-16.742,57.822,I,Teledyne Webb Research APEX,IFREMER (France),582,31.68,22.098,35.103,31.7,169.5,1022.663,0.384,8.139,0.38,GOOD
5908526,2007-05-15,2016-10-21,12.488,69.667,I,SOLO-II,AOML (USA),410,1115.62,12.833,34.704,1115.6,250.25,1024.197,0.003,8.103,19.11,PROBABLY_GOOD
5908526,2007-11-01,2020-07-20,12.574,94.958,I,NKE Arvor,AOML (USA),220,758.92,17.493,34.415,758.9,269.82,1023.033,0.029,8.047,11.31,PROBABLY_GOOD
5908526,2007-11-04,2017-08-25,0.046,41.775,I,SOLO-II,JAMSTEC (Japan),755,1013.1,13.427,35.419,1013.1,221.26,1024.65,0.002,8.044,13.0,GOOD
5908526,2007-12-11,2016-09-30,-24.623,65.194,I,SOLO-II,CSIRO (Australia),28,1125.66,12.687,34.258,1125.7,114.14,1023.869,0.002,8.165,19.67,GOOD
5908526,2008-10-02,2015-10-11,-11.839,53.807,I,Teledyne Webb Research APEX,AOML (USA),489,626.74,16.194,34.562,626.7,83.87,1023.411,0.061,8.024,10.07,GOOD
5908526,2008-12-23,2020-09-18,-36.0,92.671,I,PROVOR,IFREMER (France),646,590.22,16.487,34.46,590.2,182.45,1023.271,0.059,8.103,8.25,GOOD
5908526,2008-12-29,2016-10-26,22.319,116.008,I,Teledyne Webb Research APEX,AOML (USA),225,1466.8,9.041,35.099,1466.8,216.27,1025.271,0.0,8.135,27.2,PROBABLY_GOOD
5908526,2009-05-23,2021-03-22,14.218,116.387,I,NKE Arvor,IFREMER (France),798,1742.55,5.645,35.327,1742.6,200.04,1026.133,0.0,8.121,30.94,GOOD
5908526,2009-05-30,2017-07-15,1.934,61.976,I,PROVOR,AOML (USA),776,385.16,22.328,34.731,385.2,151.06,1022.319,0.074,7.893,7.4,PROBABLY_GOOD
5908526,2009-10-21,2016-12-19,17.771,51.476,I,PROVOR,JAMSTEC (Japan),299,195.24,26.071,34.892,195.2,120.56,1021.699,0.081,8.052,3.4,GOOD
5908526,2009-12-23,2020-05-03,-23.149,90.239,I,SOLO-II,INCOIS (India),123,1795.59,4.658,34.972,1795.6,217.19,1026.046,0.0,7.87,24.91,BAD
5908526,2010-03-07,2015-02-07,-33.602,99.54,I,NKE Arvor,IFREMER (France),512,699.79,15.8,35.522,699.8,254.34,1024.258,0.037,8.124,8.91,GOOD
5908526,2010-06-27,2015-03-24,23.529,55.418,I,PROVOR,INCOIS (India),725,1102.63,13.168,34.091,1102.6,153.2,1023.639,0.002,8.106,19.81,GOOD
5908526,2010-07-17,2019-11-05,24.993,34.488,I,PROVOR,JAMSTEC (Japan),124,719.09,18.845,35.098,719.1,213.01,1023.309,0.009,8.018,13.44,BAD
5908526,2010-10-18,2018-05-30,-3.879,97.257,I,Teledyne Webb Research APEX,AOML (USA),607,251.6,25.009,34.951,251.6,284.12,1021.959,0.272,7.946,3.1,GOOD
5908526,2010-11-07,2015-07-17,-17.409,30.362,I,PROVOR,IFREMER (France),54,1178.66,12.483,34.652,1178.7,172.41,1024.225,0.004,7.998,18.02,GOOD
5908526,2011-01-26,2020-05-21,14.406,60.207,I,NKE Arvor,AOML (USA),378,1050.28,12.289,34.93,1050.3,173.22,1024.486,0.003,7.968,14.72,PROBABLY_GOOD
5908526,2011-03-13,2020-08-08,-24.502,36.31,I,Teledyne Webb Research APEX,INCOIS (India),646,405.99,19.092,35.096,406.0,202.39,1023.258,0.179,8.083,7.87,GOOD
5908526,2011-07-13,2015-03-01,-22.283,36.165,I,Teledyne Webb Research APEX,AOML (USA),504,903.74,15.831,35.033,903.7,168.63,1023.86,0.004,8.046,16.28,GOOD
5908526,2012-06-20,2017-02-17,6.093,76.074,I,Teledyne Webb Research APEX,IFREMER (France),48,1593.9,7.57,35.663,1593.9,233.57,1026.016,0.0,8.185,18.75,PROBABLY_GOOD
5908526,2013-02-16,2019-08-11,9.925,114.314,I,NKE Arvor,IFREMER (France),45,1180.85,11.232,34.851,1180.8,163.84,1024.634,0.002,7.981,16.71,GOOD
5908526,2013-04-17,2021-09-12,-14.851,51.49,I,Teledyne Webb Research APEX,IFREMER (France),265,193.83,20.95,34.811,193.8,178.76,1022.659,0.374,7.937,2.62,GOOD
5908526,2013-05-07,2021-11-03,19.439,91.499,I,NKE Arvor,AOML (USA),215,1096.04,13.238,34.727,1096.0,122.3,1024.134,0.004,8.21,14.05,GOOD
5908526,2013-10-12,2019-03-24,-17.678,35.05,I,SOLO-II,JAMSTEC (Japan),756,1405.48,10.01,35.021,1405.5,170.58,1025.015,0.001,7.988,15.47,GOOD
5908526,2014-01-09,2017-06-21,-20.14,116.51,I,NKE Arvor,CSIRO (Australia),253,1585.41,5.906,34.787,1585.4,139.7,1025.648,0.0,7.93,26.44,GOOD
5908526,2014-04-19,2016-06-26,19.958,106.806,I,PROVOR,INCOIS (India),15,1258.24,10.686,34.805,1258.2,193.84,1024.707,0.001,8.096,20.18,GOOD
5908526,2014-09-20,2020-08-17,-19.676,56.592,I,NKE Arvor,JAMSTEC (Japan),797,305.32,21.097,34.807,305.3,113.43,1022.626,0.087,8.172,5.39,BAD
5908526,2014-10-08,2021-07-27,-38.865,86.345,I,SOLO-II,AOML (USA),84,1420.35,10.304,34.746,1420.4,219.2,1024.736,0.0,8.056,25.61,GOOD
5908526,2014-10-19,2017-04-25,-19.705,72.289,I,Teledyne Webb Research APEX,JAMSTEC (Japan),601,1354.68,8.852,34.557,1354.7,145.15,1024.875,0.001,8.086,19.39,GOOD
5908526,2015-01-10,2016-11-04,-37.311,51.194,I,PROVOR,AOML (USA),763,48.85,21.676,34.967,48.8,251.37,1022.638,1.128,8.11,0.51,GOOD
5908526,2015-03-03,2016-12-29,14.731,103.19,I,Teledyne Webb Research APEX,AOML (USA),56,823.5,14.224,34.686,823.5,234.83,1023.904,0.009,7.996,14.33,GOOD
5908526,2015-04-23,2016-11-26,-5.422,45.785,I,Teledyne Webb Research APEX,INCOIS (India),191,665.9,17.55,35.045,665.9,201.43,1023.526,0.007,8.056,10.47,GOOD
